id,collection,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.editor,dc.contributor.editor[],dc.date.copyright[],dc.date.issued,dc.date.issued[],dc.date.issued[en],dc.date[],dc.description.abstract[],dc.description.abstract[en],dc.description[en],dc.identifier.citation[en],dc.identifier.issn,dc.identifier.issn[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en],dc.publisher[en],dc.rights.uri,dc.rights.uri[],dc.rights[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type,dc.type[],dc.type[en]
"18227","10092/11651",,"Abernethy, Jayne",,,,,,,"2017",,"The use of out-of-school partnerships can enhance student learning and motivation in science secondary school education, whilst also helping students to relate concepts taught in class to their applications in real-life. Partnerships are most successful when there are beneficial outcomes for all parties involved. Benefits resulting from secondary school outreach programmes with organisations, scientists, and universities, were investigated. There are many positive outcomes from participating in outreach, an overarching one being an increased interest in science by the student participants, with an impact not only the students themselves, but also on the teachers, universities, and science professions, as student interest can be linked to participation. Science literacy, content knowledge, and skills can also be developed through outreach, as can insight into industry applications of science.",,,,,,"http://hdl.handle.net/10092/14619",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Using Out-Of-School Partnership to Help Secondary School Students Build Connections between Science Theory and Real-Life Applications",,,"Journal Article"
"18233","10092/11651",,"Ladkin, Sharnae",,,,,,,"2017",,"The literature examined within this review criticises the validity of the current student voice work and initiatives occurring within schools. The authenticity of student voice comes into question as the various unequal power relations within school environments leaves students inferior to teachers and school leaders. This creates a significant implication for minority students, because they are unable to analyse critically the current school environments. In order for schools to become a more supportive working environment, teachers and school leaders need to release the power they currently hold and be open to a new pedagogical structure developed by a variety of students.",,,,,,"http://hdl.handle.net/10092/14625",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Exploring Unequal Power Relations within Schools: The Authenticity of the Student Voice",,,"Journal Article"
"18230","10092/11651",,"Ford, Olivia",,,,,,,"2017",,"Whilst there is an abundance of varied research on the benefits and drawbacks of course-by-course streaming, there is agreement in the literature on the value of a student�s positive self-concept. This analysis consolidates the findings of a number of primary research papers on the effects of independent course streaming in secondary school mathematics on students� self-concept. Although conclusions vary, the role of social comparison is widely accepted and the subsequent Big Fish Little Pond Effect (BFLPE) and associated contrast and assimilation effects prove to be dominant concepts. To what degree these dictate a student�s self-concept is debated but the majority of literature is in support of some degree of contrast effect: that is, a student�s academic self-concept is negatively related to the average achievement of their peers. In a streamed context, that puts those most at risk the lower achieving students in all streams.",,,,,,"http://hdl.handle.net/10092/14622",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Streaming of Classes, Social Comparison, and Students� Self-Concept",,,"Journal Article"
"18228","10092/11651",,"Dobbertin-King, Lars",,,,,,,"2017",,"Government reports indicate that many New Zealand schools have few supports for teaching as inquiry. Recent developments in Information and Communications Technology (ICT), however, appear to provide new tools which could support several aspects of teachers� inquiries, such as digital portfolios and online collaboration platforms. This literature review investigates what barriers there might be for ICT to support teaching as inquiry, primarily in a New Zealand setting. It challenges the prevailing notion that teachers� failure to recognise the potential of technology is the single most critical missing strategy for inquiry development, and shows that a variety of other factors continue to have significance in the literature. The implication of this review is that a variety of strategies appear to be required to support teachers in using ICT for an inquiry approach to teaching, rather than a one-size-fits-all approach.",,,,,,"http://hdl.handle.net/10092/14620",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"What Constrains Teachers From Using ICT to Support Teaching as Inquiry?",,,"Journal Article"
"18231","10092/11651",,"Huddleston, Kate",,,,,,,"2017",,"Despite similar achievement levels, females continue to be underrepresented in Science, Technology, Engineering, and Mathematics (STEM) disciplines. Given the strategic importance of these for New Zealand�s future, ensuring females have equitable access to education and careers in these sectors is vital for upholding diversity and equality. This literature review examines current research on gender disparities in STEM, and identifies three key contexts of gender interest in STEM: developing, maintaining, and retaining. These contexts are aligned to the primary, secondary, and tertiary, education sectors, within which current research on self-concept and self-efficacy, social belongingness, and stereotypes are investigated. A key finding of the importance of physical science exposure and experience for later female vocational interest and retention is identified. This and other outcomes from the literature, provide evidence for potential tangible strategies to encourage increased gender uptake in STEM.",,,,,,"http://hdl.handle.net/10092/14623",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Gender Equity in STEM: Addressing the Disparities",,,"Journal Article"
"18229","10092/11651",,"Findlay, Ciaran",,,,,,,"2017",,"In this literature review the role between new technology and future-focussed education is examined critically. There is an emphasis within global education initiatives towards promoting an increase in digital access within learning environments. This review analyses the context of this access and assesses how some studies describe the impact towards developing digitally literate learners. The development of technology and media within society has led to a variety of innovative practices that could be implemented within the curriculum; this review provides some examples of studies conducted around these new learning modes.",,,,,,"http://hdl.handle.net/10092/14621",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"New Technology, Gamification and Future-Focused Education",,,"Journal Article"
"18232","10092/11651",,"Jackson, Mark",,,,,,,"2017",,"Students and teachers now have a wider access to information communication technology (ICT) than before but the presence of ICT in the classroom does not equate to improved student outcomes. For the successful integration of ICT the role of the teacher is critical, because it is the teacher who decides when, where, how, and who, will use ICT. Evidence from the literature examined is that there are a range of factors affecting Teacher ICT integration of mathematics in the classroom. This review identifies some of these factors and recommends areas for future research.",,,,,,"http://hdl.handle.net/10092/14624",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Integration of ICT in the Mathematics Classroom",,,"Journal Article"
"18242","10092/11651",,"Hooker, Amelia",,,,,,,"2017",,"Ensuring that all our children and young people are of sound wellbeing in the 21st century is of growing importance in educational settings. This literature review explores a range of primary studies to examine the contributing factors to student wellbeing in an educational setting. Student wellbeing is becoming increasingly significant when assessing school effectiveness as wellbeing directly influences social, emotional, and behavioural outcomes, as well as academic achievement. The studies examined established that classroom settings are a major site for wellbeing development. Classrooms need to be safe, supportive, and respectful learning environments to foster high levels of student wellbeing. The studies examined identified that student wellbeing is influenced by the teachers own wellbeing. If teachers have a perceived lower wellbeing, this will have a flow on effect to students, negatively affecting their wellbeing. Furthermore, the studies have highlighted the impact teacher-student relationships have on student wellbeing. It is suggested that supportive teacher-student relationships promote and develop student wellbeing effectively. In summary, this literature review reflects the significance of creating teaching and learning environments that promote student wellbeing for future health.",,,,,,"http://hdl.handle.net/10092/14634",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Student Wellbeing in Educational Settings",,,"Journal Article"
"18245","10092/11651",,"Page, Amelia",,,,,,,"2017",,"Cooperative learning (CL) is a pedagogical practice that has been shown to benefit students� social and academic abilities, yet it is not widely implemented in schools. This literature review explores current research on CL implementation in primary and secondary school settings in an endeavour to discover some of the barriers that keep teachers from implementing it in their practice. Three main barriers, discussed in this review, are teachers� understanding of CL, students� social skills, and time and organisation requirements. To counteract some of the perceived barriers of CL, enablers to CL have also been explored. Enablers discussed within this review include pre-service and continuing teacher CL training, teacher collaboration, and student social skills development. These enablers can help to counteract some of the perceived barriers in order to facilitate greater implementation of CL in the classroom.",,,,,,"http://hdl.handle.net/10092/14637",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Implementing Cooperative Learning: A Consideration of Barriers and Enablers",,,"Journal Article"
"18246","10092/11651",,"Robertson, Jessie",,,,,,,"2017",,"An increasing interest in the restructuring of teacher and student roles, with the aim of strengthening engagement, has influenced a focus on student agency in education research. Student voice involves learners and teachers sharing a narrative and working in partnership with one another to increase learning outcomes and inclusivity (Cook-Sather, 2014). Because this concept is relatively new, student voice is often perceived and implemented in a variety of differing ways. This literature review examines the current use and perspective of student voice in education and draws on a range of studies to investigate how the roles within student voice are understood, and the impact these have on effective teaching practice. In addition, the constraints brought forth by the multiple perspectives found within student voice are identified. Further recommendations for research include a focus on how these roles can be supported to best enable student agency, with the aim of producing positive learning experiences.",,,,,,"http://hdl.handle.net/10092/14638",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Rethinking Learner and Teacher Roles: Incorporating Student Voice and Agency into Teaching Practice",,,"Journal Article"
"18237","10092/11651",,"Johns, Charlotte",,,,,,,"2017",,"This literature review examines the current findings of mental health and wellbeing research in New Zealand education systems. M?ori adolescents, and those from lower socioeconomic groups, are disproportionately affected by mental health and substance abuse disorders. Current mental health and wellbeing support systems in New Zealand are grouped according to the three-tier approach, focusing on the severity of need of the adolescents, with school supports including a combination of these systems. Secondary school counsellors are used for early intervention, with primary and intermediate schools lacking government funding to provide this support currently. The findings discussed support the relationship between academic achievement and mental health in adolescents. Current research has found that depressive symptoms for adolescents were 2-3 times higher in poverty groups compared to students not experiencing poverty. Adolescents (15-24 years) had the highest rate of suicide, accounting for one in three deaths in 2013, with rates of suicide in M?ori adolescents persistently higher than non-M?ori. Research has found that offering free counselling can be used as an effective method for reducing mental health symptoms and concerns for both M?ori and lower socioeconomic adolescents. Caring relationships between parents, schools, and community have been found to be important factors influencing happiness among adolescents. This review has identified not only a lack of New Zealand research focusing on mental health and wellbeing in adolescents, especially those from M?ori or lower socioeconomic groups, but also a clear need for funding to provide school-based counselling services for primary aged adolescents.",,,,,,"http://hdl.handle.net/10092/14629",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Mental Health and Wellbeing in New Zealand Education",,,"Journal Article"
"18248","10092/11651",,"Astall, Chris",,,,,,,"2017",,"Welcome to the third issue of the Journal of Initial Teacher Inquiry. The journal celebrates inquiry based research as conducted by Initial Teacher Education (ITE) students completing the intensive, one year Master of Teaching and Learning (MTchgLn) course at the University of Canterbury, Christchurch, New Zealand. Our MTchgLn programme whakatauk? (proverb) emphasises the value we place on our ITE students and their learning;",,,,,,"http://hdl.handle.net/10092/14640",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Editorial, Volume 3, November 2017 ﻿",,,"Journal Article"
"18249","10092/11651",,,"Astall, Chris",,,,,,"2017",,"Welcome to the third issue of the Journal of Initial Teacher Inquiry. The journal celebrates inquiry based research as conducted by Initial Teacher Education (ITE) students completing the intensive, one year Master of Teaching and Learning (MTchgLn) course at the University of Canterbury, Christchurch, New Zealand. Our MTchgLn programme whakatauk? (proverb) emphasises the value we place on our ITE students and their learning;",,,,,,,"http://hdl.handle.net/10092/14641","en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Journal of Initial Teacher Inquiry, Volume 3 November 2017",,,"Journal Article"
"18236","10092/11651",,"Harbott, Natalie",,,,,,,"2017",,"This article reviews what the current practices are for educating students for diversity, and what considerations need to be made. New Zealand prides itself on being a diverse and inclusive society with bicultural foundations. Although all people have the right to an education free of bias and discrimination, the experiences of many disabled, minority, or ethnic groups, gender and sexually diverse students, and their families suggest that there is still a long way to go in educating for diversity. This literature review considers approaches to teaching that encourage diversity, and reviews certain factors that may need to be reconsidered by educators if we are to truly appreciate, and educate for, diversity. Through exploring possible pathways, teachers should understand the complex diversity of each student in their class, and how valuing this diversity can provide 21st century students and their communities with a diverse knowledge base, and willingness to work and collaborate with people from diverse backgrounds.",,,,,,"http://hdl.handle.net/10092/14628",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Educating for Diversity in New Zealand: Considerations of Current Practices and Possible Pathways?",,,"Journal Article"
"18238","10092/11651",,"Stewart, Derek",,,,,,,"2017",,"Personalised learning is emerging as the way forward for global education in the changing environment of 21st century teaching and learning. This involves the transfer of learning focus from teacher directed toward a more individualised approach, one that places learner needs, abilities, motivations, and desires in the forefront. Research suggests that the common in practice themes of a personalised approach are authentic assessment for learning, a flexible curriculum that is learner centred, the involvement of the community in learning, and the use of information communication technology (ICT) to provide multiple resources and learning platforms. The challenges that exist with this approach are the level of teacher buy in, student unfamiliarity with its processes, and lack of Government support and guidance for schools. This review focuses on case studies as well as primary and secondary research, relating to these common themes and challenges and identifies necessary personalised aspects and exemplars for future implementers.",,,,,,"http://hdl.handle.net/10092/14630",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Personalised Learning Pedagogies within Contemporary Schools",,,"Journal Article"
"18239","10092/11651",,"Swan, Caitlin",,,,,,,"2017",,"Personalised learning is being promoted in New Zealand and around the world as one of the key components of a future-focussed education system. Although it is conceptualised and implemented in many different ways, it appears that the common aim of personalised learning is to tailor the education system to meet all students� diverse needs. While, or possibly because, most educators would support such an aim for education, there is very little research concerning its effectiveness. Studies have also shown that personalised learning is understood and implemented by teachers in multiple different ways. This literature review examines various conceptualisations of personalised learning and their effect on students� learning. Both benefits and detriments to students� achievement and engagement are identified and discussed in this review. The inconsistent findings suggest that ambiguities in the concept of personalised learning need to be addressed and further research done into its effects on students� learning.",,,,,,"http://hdl.handle.net/10092/14631",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Personalised Learning: Understandings and Effectiveness in Practice",,,"Journal Article"
"18241","10092/11651",,"Heath, Aaron",,,,,,,"2017",,"The purpose of this literature review is to investigate how technology can be used to encourage the presence of the nature of science in a science classroom. Within the concept of the nature of science there is a strong focus on scientific inquiry which is the basis of a lot of the literature, but other aspects of the nature of science, such as providing meaning to content outside of the classroom are also covered. The promotion of the nature of science in a science classroom is a popular topic within the science education community, as student engagement and interest in the school subject continues to steadily decrease. The reviewed literature took a range of views into consideration to outline the beneficial links between the use of technology and having the presence of the nature of science in a science classroom. This review also discusses issues of economical and functional access to technology as well as the importance of correct implementation within a science education context.",,,,,,"http://hdl.handle.net/10092/14633",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Using Technology to Support the Nature of Science in the Classroom",,,"Journal Article"
"18243","10092/11651",,"Husband, Rachelle",,,,,,,"2017",,"This literature review explores the challenges and strengths to both teachers and students in incorporating e-tools into assessments. There is conflicting research surrounding the validity between paper and computer-based assessments, which will remain a problem in determining appropriate future practice; however, research also points to possible benefits in using e-tools for both teachers and students. For teachers, e-tools ease the burden of management and marking of assessments, allowing them to focus on providing quality formative feedback. Students are more motivated and engaged in assessments when they have opportunities to interact with formative feedback, which creates a positive assessment experience. Digital assessment can be challenging for teachers who feel they do not have institutional support behind them or those who face technical difficulties in proctoring examinations. Some students also find digital assessment to be a negative experience, particularly when taking numeracy-based assessments. With conflicting research surrounding the transition from paper to computer-based assessments, various strengths and challenges for teachers and students, and an apparent gap in the integration of research into the New Zealand Ministry of Education�s assessment documents, more research may be needed to inform future digital assessment practices in Aotearoa New Zealand.",,,,,,"http://hdl.handle.net/10092/14635",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Implementing e-Tools for Assessment",,,"Journal Article"
"18240","10092/11651",,"Harris, Emma",,,,,,,"2017",,"The current New Zealand Curriculum suggests a new way of thinking about student development in schools. A shift to a more future-focussed curriculum has brought a greater emphasis on supporting students to develop the key competencies outlined in the 2007 document. Consequently, teachers must learn to balance the new competency-based curriculum, with existing demands to develop student academic success. This can be challenging when ways of integrating the key competencies into teaching practices vary depending of the learning context. The reviewed literature suggests principles embraced by early-adopters of the New Zealand Curriculum can be used to direct teachers in leading their teaching focus to assist in developing students� key competencies.",,,,,,"http://hdl.handle.net/10092/14632",,"en",,,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"How can Teachers put Competency-Based Curricula into Practice?",,,"Journal Article"
"19319","10092/14898",,"Walsh, Liam||Hay, Jen||Bent, Derek||King, Jeanette||Millar, Paul||Papp, Viktoria||Watson, Kevin",,,,,,,"2013",,,"The University of Canterbury is known internationally for the Origins of New Zealand English (ONZE) corpus (see Gordon et al 2004). ONZE is a large collection of recordings from people born between 1851 and 1984, and it has been widely utilised for linguistic and sociolinguistic research on New Zealand English. The ONZE data is varied. The recordings from the Mobile Unit (MU) are interviews and were collected by members of the NZ Broadcasting service shortly after the Second World War, with the aim of recording stories from New Zealanders outside the main city centres. These were supplemented by interview recordings carried out mainly in the 1990s and now contained in the Intermediate Archive (IA). The final ONZE collection, the Canterbury Corpus, is a set of interviews and word-list recordings carried out by students at the University of Canterbury. Across the ONZE corpora, there are different interviewers, different interview styles and a myriad of different topics discussed. In this paper, we introduce a new corpus – the QuakeBox – where these contexts are much more consistent and comparable across speakers. The QuakeBox is a corpus which consists largely of audio and video recordings of monologues about the 2010-2011 Canterbury earthquakes. As such, it represents Canterbury speakers’ very recent ‘danger of death’ experiences (see Labov 2013). In this paper, we outline the creation and structure of the corpus, including the practical issues involved in storing the data and gaining speakers’ informed consent for their audio and video data to be included.",,"Walsh, L., Hay, J., Bent, D., Grant, L., King, J., Millar, P. & Watson, K. (2013). The UC QuakeBox Project: Creation of a community-focused research archive. New Zealand English Journal, 27, 20-32.",,,"http://hdl.handle.net/10092/15635",,"en",,,"href=""http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International","New Zealand English||QuakeBox||sociolinguistics",,"The UC QuakeBox Project: Creation of a community-focused research archive",,,"Journal Article"
"19260","10092/13586",,"Webb-Gannon, Camellia||Ravulo, Jioji",,,,,,,"2018",,,"In early 2016, the two editors of this issue met together to discuss our common research interests. At that time, one of us (Jioji Ravulo) was a Senior Lecturer in the School of Social Sciences and Psychology at Western Sydney University (WSU), and the other of us (Camellia Webb-Gannon) was a Research Fellow in the School of Humanities and Communication Arts at the same institution. Camellia, whose research focuses on decolonisation in Melanesia, had recently returned from the 2016 Australian Association for Pacific Studies (AAPS) conference in Cairns at which she had hoped she would meet other researchers of the Pacific from WSU; due to the multi-campus structure of WSU, it is often difficult to know if there are others at the university working in similar research areas, and conferences are a chance to find out. But there were no other WSU attendees at AAPS that year. Back at WSU, Camellia sought out Jioji whom, she knew, had established and managed PATHE, the Pasifika Achievement To Higher Education program, at the University. PATHE had worked with Pacific communities in Western Sydney since 2012, encouraging Pasifika students in over 80 primary and secondary schools to consider pursuing tertiary education, and providing support for Pasifika students at WSU to boost retention and completion. Since the founding of PATHE, there has been a quadrupling of Pacific people enrolled at WSU: in 2014, 400 people identified as being from a Pacific Islands or Maori background; in 2017, the figure changed to 1,600.",,,"2463-641X",,"http://hdl.handle.net/10092/15617",,"en","Macmillan Brown Centre for Pacific Studies",,"https://creativecommons.org/licenses/by/4.0/","CC BY 4.0",,,"How do people belong in the Pacific? Introduction to this issue",,,"Journal Article"
"19257","10092/13586",,"Diane, Colman",,,,,,,"2018",,,"In a recent report on Papua New Guinea (PNG), the United Nations Human Rights Commission (UNHRC) noted its concern at the alienation of land held under customary title through the granting of Special Agricultural Business Leases (SABLs). Its concern centres on the impact of SABLs on human rights, with the UNHRC citing that the granting of these leases “had negatively affected the ability of indigenous communities to maintain customary land use patterns and sustain their traditional way of living” (UNHRC, 2016:12). Yet, I contend, such an Indigenous rights-based approach to the issue is problematic on two levels. First, it is not clear which groups in Papua New Guinea should be considered ‘Indigenous’ given the country’s universal franchise and the lack of a politically or economically dominant identity group. Second, such an approach does not account for the widespread commodification of land held under customary title. The majority of land in PNG is held under customary title and is occupied by Indigenous smallholders producing crops for immediate consumption, the local market and for export. These two problems show that framing the question of land as an Indigenous rights issue glosses over the ongoing struggle between these smallholders and the Indigenous capital class in Papua New Guinea. This means that challenging the use of SABLs to alienate land held under customary title by positing such use as an infringement of Indigenous groups’ rights to traditional or non-capitalist land use would have little potential to protect customary land rights in PNG, seriously circumscribing the capacity for achieving positive development outcomes.",,,"2463-641X",,"http://hdl.handle.net/10092/15614",,"en","Macmillan Brown Centre for Pacific Studies",,"https://creativecommons.org/licenses/by/4.0/","CC BY 4.0","land||customary||rights||Indigenous||Papua New Guinea",,"Customary land title and Indigenous rights in Papua New Guinea",,,"Journal Article"
"19250","10092/13586",,"Bissoonauth, Anu",,,,,,,"2018",,,"New Caledonia has an unusual language dynamic in comparison to other French overseas
territories. In most of these islands, a French Creole is usually the lingua franca and has a lower
status than French. In contrast, in New Caledonia the French Creole, called Tayo, is a minority
language and comes in contact with French, English and 28 Indigenous languages (also called
Kanak languages). The 2014 census population revealed a multi-ethnic and multicultural New-
Caledonian population. It did not, however, record the rate of multilingualism in speakers. Results
from a recent sociolinguistic study on patterns of language use and language attitudes revealed that
French is perceived as the ‘cement language’ that binds all Neo-Caledonians. English on the other
hand, is considered the global language of the Pacific, and as such is more valued than Indigenous
and migrant languages by the younger generations. In contrast, Creole Tayo, the only French Creole
in the Pacific, acts as an identity marker and ‘code’ amongst its small group of speakers when they
do not want ‘outsiders’ to know what they were saying.",,,"2463-641X",,"http://hdl.handle.net/10092/15607",,"en","Macmillan Brown Centre for Pacific Studies",,"https://creativecommons.org/licenses/by/4.0/","CC BY 4.0","language attitudes||Tayo||Kanak languages||English||French||New Caledonia",,"Language use and language attitudes in New Caledonia with particular reference to French Creole Tayo",,,"Journal Article"
"19254","10092/13586",,"Ward, Rowena",,,,,,,"2018",,,"In January 1941, the Japanese female population in New Caledonia included the Japan-born as well as former French citizens and subjects, Dutch subjects (primarily Javanese) and local Indigenous Kanak women who were married to Japanese men. Before the enactment of a new French Nationality Law in August 1927, French women who married non-French citizens became citizens of their husband’s country and therefore French women who married Japanese men became Japanese. After the change in the law, French women who married Japanese retained their French citizenship. Kanak and Dutch women who married Japanese men also became Japanese. The number of Japan-born women was low compared to the number of Japanese men, primarily because the French authorities did not permit yobiyose (proxy marriages by correspondence). This article is an exploratory study of the three categories of Japanese women who were resident in New Caledonia at the time of the outbreak of the Asia-Pacific theatre of war in December 1941: heritage, Japan-born and Japanese-by-marriage. It discusses the different effects that marriage had on the women depending on their backgrounds.",,,"2463-641X",,"http://hdl.handle.net/10092/15611",,"en","Macmillan Brown Centre for Pacific Studies",,"https://creativecommons.org/licenses/by/4.0/","CC BY 4.0","New Caledonia||citizenship law||marriage||Kanak||Japanese||women",,"Female Japanese Citizens in New Caledonia: Pre-December 8, 1941",,,"Journal Article"
"19255","10092/13586",,,"Webb-Gannon, Camellia||Webb, Michael",,,,,,"2018",,,"Australian South Sea Islanders, the descendants of the Melanesians from (primarily) Vanuatu and Solomon Islands who were ‘blackbirded’ to Queensland and New South Wales (1847-1904) for their labour, have, through music and dance practices, come to identify as part of a global black ‘transnation’. Studies of the ‘Black Atlantic’ point both to the transnational character of slavery and the importance of music as a medium of resistance. This article proposes that Australian South Sea Islanders’ musical cultures might usefully be understood in terms of a parallel concept, the ‘Black Pacific’, in relation to which the Pacific’s colonised and decolonised peoples have developed their own expressions of black pride and performed resistance. It argues that a more nuanced appreciation of Australian South Sea Islander performance culture as part of the Black Pacific will allow all Australians to better understand some of the vitally important yet obfuscated consequences of Australia’s blackbirding past.",,,,"2463-641X",,"http://hdl.handle.net/10092/15612","en","Macmillan Brown Centre for Pacific Studies",,"https://creativecommons.org/licenses/by/4.0/","CC BY 4.0","Australian South Sea Islanders||Melanesia||Black Pacific||decolonisation||music||dance",,"Sound tracks of the Black Pacific: Music, identity and resilience in Australian South Sea Islander communities",,,"Journal Article"
"19253","10092/13586",,"Georgeou, Nichole||Hawksley, Charles||Monks, James",,,,,,,"2018",,,"This article presents preliminary descriptive data findings from a study focusing on vendors and produce at the Honiara Central Market (HCM), the largest fresh food market in Solomon Islands and the main source of fresh produce for Honiara’s growing population. The study aims to map the supply of fresh produce to HCM to provide baseline data that will enable the assessment of risks and vulnerabilities to the human and food security of Solomon Islands. This article first presents an overview of the relationship between human security and food security in Solomon Islands. It then provides a summary of the study method, before presenting descriptive data on HCM vendors and their produce. Data show that female vendors are most common at HCM by a factor of four to one over males. Most vendors are married and sell the food they grow. Most vendors sell leafy vegetables, fruits or root vegetables, and stay for between half a day and a day at market. The majority of most produce categories come from East Guadalcanal, and are transported by truck to HCM. The data supports the contention that the HCM provides an opportunity for rural farmers to earn income through the sale of produce as well as helping urban Honiara residents meet their food security needs.",,,"2463-641X",,"http://hdl.handle.net/10092/13647||http://hdl.handle.net/10092/15610",,"en","Macmillan Brown Centre for Pacific Studies",,"https://creativecommons.org/licenses/by/4.0/","CC BY 4.0","Solomon Islands||food security||human security||Honiara||gender",,"Food security in Solomon Islands: Preliminary results from a survey of the Honiara Central Market",,,"Journal Article"
"19256","10092/13586",,"Ravulo, Jioji",,,,,,,"2018",,,"Through this short, critical piece, I, as someone who comes from an Indigenous Pacific heritage, aim to challenge the way in which mainstream society positions societal problems as siloed, isolated from a structural, collective understanding of societal problems generally evident in Indigenous epistemologies. I suggest that by using an anti-oppressive social work practice approach where power imbalances are examined and understood within a wider context, we, as a Pacific community, are better equipped to create strategies and solutions that are inclusive of those traditionally not included in the conversation for change. We need to promote the importance of creating a shared, collaborative stance on the social and welfare needs evident in the Pacific diaspora in Australia and to involve diverse voices including the voices of non-Pacific people genuinely wanting to assist our own cultural capital and growth in Western societies. This can positively influence the people with the power to make social change to share control of change-making processes and to create multiple discourses that reflect the cultural diversity of those working for justice; this will allow us to move beyond the traditional, individualistic rhetoric of ‘us and them’ to ‘we’.",,,"2463-641X",,"http://hdl.handle.net/10092/15613",,"en","Macmillan Brown Centre for Pacific Studies",,"https://creativecommons.org/licenses/by/4.0/","CC BY 4.0","collaboration||anti-oppressive approach||Indigenous perspectives||decolonising Oceania",,"Connecting and collaborating across Oceania and its diaspora: A shared approach to meaningful development and engagement",,,"Journal Article"
"19258","10092/13586",,"Ali, Jan",,,,,,,"2018",,,"Approximately 60,000 labourers travelled from various parts of India between 1879 and 1916 to Fiji to work in the sugarcane fields. Over seven thousand of these were Muslims who, like their fellow Indians, hoped to return home after earning enough money in Fiji. However, after the end of their tenure, some remained to start a new life in Fiji. Muslims gradually established themselves and their religious life started to flourish. Over time, as Muslims became better organised and more resourceful in Fiji, Islam slowly assumed a public and institutionalised role. However, it also developed in a syncretic manner because of the intimate interactions and mutual support structures between Muslims and Hindus. Over the last several decades, Islam in Fiji has taken a new turn with the arrival of the Tabligh Jama’at. There is a process of de-syncretisation in motion involving the abandoning of certain symbols and practices associated with “popular” Islam and the promotion of strict observance of scripturally based teachings and practices among Muslims. In the literature such a phenomenon is known as Islamic revivalism. This paper investigates Tabligh Jama’at’s revivalist activities in Fiji. It particularly concentrates on the movement’s approach to proselytisation and reconfiguration of Muslim identity in Fiji.",,,"2463-641X",,"http://hdl.handle.net/10092/15615",,"en","Macmillan Brown Centre for Pacific Studies",,"https://creativecommons.org/licenses/by/4.0/","CC BY 4.0","Tabligh Jama’at||revivalism||proselytisation||Islam||indentured system",,"The Tabligh Jama’at and Islamic revivalism in Fiji",,,"Journal Article"
